Review,Aspect,Sentiment,Score,Helpful_Votes
"Good product but a bit expensive. However, it does help with digestion and immunity, and I feel less bloated after meals.",health_impact,neutral,0.0,0.0
"I've been using Rasayanam Curcumin for a while now, and it’s been excellent for reducing inflammation and boosting immunity. The combination of Nanocurcumin and Bioperine ensures better absorption, making it more effective than regular turmeric supplements. Highly recommended for anyone looking for a natural health boost!",effectiveness,positive,1.0,0.0
"I've been using Rasayanam Curcumin for a while now, and it’s been excellent for reducing inflammation and boosting immunity. The combination of Nanocurcumin and Bioperine ensures better absorption, making it more effective than regular turmeric supplements. Highly recommended for anyone looking for a natural health boost!",health_impact,positive,0.13,0.0
This product is very good ..... thanks @amazon,effectiveness,positive,0.91,0.0
This is a well formulated supplement that enhances absorption for maximum benefits. The addition of the products ensures better by making it more effective than regular turmeric supplements.,effectiveness,neutral,0.0,0.0
This is a well formulated supplement that enhances absorption for maximum benefits. The addition of the products ensures better by making it more effective than regular turmeric supplements.,health_impact,neutral,0.0,0.0
It's bright orange inside. Which is a good sign. It helped me reduce my CRP from around 3.4 levels to 1 in 4 months. After 1 month it was around 2.4. Took some actual crushed pepper alongside with 2 tablets. I also took fish oil capsules.,effectiveness,neutral,0.0,0.0
My immunity was too weak and I used to get sick so easily. After that I purchased this product in reference of my family doctor. My immunity got boosted and all my health related issue got resolved. I feels so energetic everyday. I like it too much and recommend it to everyone.,effectiveness,neutral,0.0,0.0
My immunity was too weak and I used to get sick so easily. After that I purchased this product in reference of my family doctor. My immunity got boosted and all my health related issue got resolved. I feels so energetic everyday. I like it too much and recommend it to everyone.,health_impact,neutral,0.0,0.0
I have been using this supplement for quite a long time now. The anti inflammatory and antioxidant of this product help to control my arthritis problem as well as immunity booster for me,effectiveness,neutral,0.0,0.0
I have been using this supplement for quite a long time now. The anti inflammatory and antioxidant of this product help to control my arthritis problem as well as immunity booster for me,health_impact,neutral,0.0,0.0
The results of these pills are super awesome. I totally loved it. They are easy to swallow and its healing properties cures the health as well as immune system.,effectiveness,positive,0.6667,0.0
The results of these pills are super awesome. I totally loved it. They are easy to swallow and its healing properties cures the health as well as immune system.,taste,positive,0.4333,0.0
The results of these pills are super awesome. I totally loved it. They are easy to swallow and its healing properties cures the health as well as immune system.,health_impact,positive,0.4333,0.0
I don't understand why they have used artificial maroon color for Tumeric tablets which has natural yellow color. Doubt on it's effectiveness also.,effectiveness,neutral,0.0,0.0
"This does work when taken for a month or so , its effective and good product",effectiveness,positive,0.65,0.0
These capsules are good for health and actively fights aging and inflammation. The flavour is nice and helps us keep our heart healthy too. Since all ingredients are natural and gmo free it is also safe to consume. Anti oxidant Ingredients such as black pepper and circumin also supports our overall immunity and keep us energetic.,effectiveness,positive,0.2833,0.0
These capsules are good for health and actively fights aging and inflammation. The flavour is nice and helps us keep our heart healthy too. Since all ingredients are natural and gmo free it is also safe to consume. Anti oxidant Ingredients such as black pepper and circumin also supports our overall immunity and keep us energetic.,taste,positive,0.55,0.0
These capsules are good for health and actively fights aging and inflammation. The flavour is nice and helps us keep our heart healthy too. Since all ingredients are natural and gmo free it is also safe to consume. Anti oxidant Ingredients such as black pepper and circumin also supports our overall immunity and keep us energetic.,health_impact,positive,0.0833,0.0
"It may not be for a fast or immediate relief but if we use it for at least 6 months, we may see some positive changes in our body. Good one.",effectiveness,neutral,-0.05,0.0
"Product is misleading on Amazon, the serving on Amazon page says 1 capsule per serving but in the product it says 2 capsules per serving.",authenticity,neutral,0.0,0.0
Helps in better absorption and helps in glowing skin. Also it has turmeric in it so it acts as a immunity booster and anti inflammatory medicine.,effectiveness,neutral,0.0,0.0
Helps in better absorption and helps in glowing skin. Also it has turmeric in it so it acts as a immunity booster and anti inflammatory medicine.,health_impact,neutral,0.0,0.0
"Haldi, Laung and Golmirch as we call it, it the best thing to keep ourselves safe and strong in this pandemic. Love the product already.",effectiveness,positive,0.5,0.0
"Beware. For starters, these are not Curcumin capsules but tablets. Moreover, they have a red coloured coating which I seem to have had an allergic reaction to. I've been taking Curcumin from other brands for a while now but after taking the first tablet of this company I developed a painful reddish rash overnight. I would definitely not recommend the product as it has additives which aren't even mentioned on the ingredient label. Opt for brands like Zenith instead for your Curcumin supplements.",effectiveness,negative,-0.1187,0.0
"Beware. For starters, these are not Curcumin capsules but tablets. Moreover, they have a red coloured coating which I seem to have had an allergic reaction to. I've been taking Curcumin from other brands for a while now but after taking the first tablet of this company I developed a painful reddish rash overnight. I would definitely not recommend the product as it has additives which aren't even mentioned on the ingredient label. Opt for brands like Zenith instead for your Curcumin supplements.",side_effects,negative,-0.1187,0.0
Please check before packing the product for delivery.,packaging,neutral,0.0,0.0
Please check before packing the product for delivery.,delivery,neutral,0.0,0.0
This supplement product quality is very good ..this is made up of all nutrition from plant ....,effectiveness,positive,0.91,0.0
Very bad experience i got severe headache after taking these and it continued as long as im taking it stopped after stopping these tablets,effectiveness,negative,-0.48,0.0
Very bad experience i got severe headache after taking these and it continued as long as im taking it stopped after stopping these tablets,side_effects,negative,-0.48,0.0
It's is a healthy supplement,effectiveness,positive,0.5,0.0
It's is a healthy supplement,health_impact,positive,0.5,0.0
Colour of Curcumin is being changed frequently. I am using Himalayan organic curcumin tablet for the last more than three years but it has not benefitted in inflammation and dry Cough. Customer care and nutritionist numbers are also no reply. Very poor experience and waste of money in my case.,effectiveness,positive,0.1444,0.0
Capsules coating has very bad smell….. I brought it after the reading the reviews but unfortunately it was very bad experience,taste,negative,-0.91,0.0
"Broken cap, didn't have a good experience",packaging,negative,-0.4,0.0
"dislike verything about it, its haldi, consume it naturally",taste,positive,0.1,0.0
"Curcumin is an age-old powerful anti-inflammatory ingredient used in relieving joint pain, inflammation, swelling, soreness & redness. Curcumin controls inflammation in the body by inhibiting key inflammatory agents in the body.",effectiveness,positive,0.3,0.0
This product is just the best. It's anti-inflammatory benefits are just best . It's really good to have . Easy to swallow and just loved it overall.,effectiveness,positive,1.0,0.0
This product is just the best. It's anti-inflammatory benefits are just best . It's really good to have . Easy to swallow and just loved it overall.,taste,positive,0.3778,0.0
This product is just the best. It's anti-inflammatory benefits are just best . It's really good to have . Easy to swallow and just loved it overall.,health_impact,positive,1.0,0.0
I used this product for 1 month body was infected with rashes and red marks please audience don't get confused by good reviews it's not useful for your body.,effectiveness,neutral,0.0375,0.0
These tablets have helped me feel more balanced and grounded. I can tell that they're supporting my overall health.,effectiveness,positive,0.5,0.0
These tablets have helped me feel more balanced and grounded. I can tell that they're supporting my overall health.,health_impact,positive,0.125,0.0
"I have been experiencing ongoing inflammation issues, and the introduction of the Himalayan Curcumin with Bioperine supplement into my daily routine has brought about a remarkable transformation in my life. Thanks to this supplement, I am no longer burdened by persistent pain and discomfort.",effectiveness,neutral,0.0,0.0
I love to workout. After working out I take these pills and they boost up my energy instantly. I'm a big fan of this product. I'd highly recommend you to use this.,effectiveness,neutral,0.0,0.0
Product is not effective and i didn't like.,effectiveness,negative,-0.3,0.0
Product is not effective and i didn't like.,authenticity,negative,-0.3,0.0
I take this daily for its antioxidant properties and have noticed a difference in my overall health. Love it,side_effects,neutral,0.0,0.0
I take this daily for its antioxidant properties and have noticed a difference in my overall health. Love it,health_impact,neutral,0.0,0.0
"Curcumin supplement has all the benefits of turmeric. If you can't consume turmeric, this is the best substitute that can be used. Convenient and easy to use",effectiveness,positive,1.0,0.0
"Curcumin supplement has all the benefits of turmeric. If you can't consume turmeric, this is the best substitute that can be used. Convenient and easy to use",taste,neutral,0.0,0.0
"Great quality and easy to take. I’ve noticed a positive impact on my health, especially with inflammation and overall wellness. Highly recommend!",effectiveness,neutral,0.0,0.0
"Great quality and easy to take. I’ve noticed a positive impact on my health, especially with inflammation and overall wellness. Highly recommend!",health_impact,neutral,0.0,0.0
I have been taking these Curcumin with Biopiperine Tablets for a few months now and I am extremely happy with the results. I can confidently say that it is worth every penny.,effectiveness,positive,0.3,0.0
I have been taking these Curcumin with Biopiperine Tablets for a few months now and I am extremely happy with the results. I can confidently say that it is worth every penny.,price,positive,0.4,0.0
after using for 3 months I didn't see any changes in me it has no good impact on my body it was totally a flop purchase better consider other brand medicine.,effectiveness,neutral,0.0063,0.0
after using for 3 months I didn't see any changes in me it has no good impact on my body it was totally a flop purchase better consider other brand medicine.,side_effects,neutral,0.0063,0.0
"I've tried several similar products in the past, but this one stands out. It's well-designed, user-friendly, and surprisingly versatile. I've been using it for months now and it still exceeds my expectations.""""""",effectiveness,negative,-0.0833,0.0
"I've tried several similar products in the past, but this one stands out. It's well-designed, user-friendly, and surprisingly versatile. I've been using it for months now and it still exceeds my expectations.""""""",authenticity,negative,-0.0833,0.0
"At first, I had reservations, but after trying the Himalayan Curcumin with Bioperine supplement, I was pleasantly surprised by its positive impact on my digestion issues. As a result, I am now fully convinced of its efficacy, and without a doubt, I plan to buy it again in the future. The supplement's ability to alleviate my digestive problems has left me impressed and eager to continue using it as part of my wellness routine.",effectiveness,neutral,0.0,0.0
"At first, I had reservations, but after trying the Himalayan Curcumin with Bioperine supplement, I was pleasantly surprised by its positive impact on my digestion issues. As a result, I am now fully convinced of its efficacy, and without a doubt, I plan to buy it again in the future. The supplement's ability to alleviate my digestive problems has left me impressed and eager to continue using it as part of my wellness routine.",side_effects,positive,0.1636,0.0
"At first, I had reservations, but after trying the Himalayan Curcumin with Bioperine supplement, I was pleasantly surprised by its positive impact on my digestion issues. As a result, I am now fully convinced of its efficacy, and without a doubt, I plan to buy it again in the future. The supplement's ability to alleviate my digestive problems has left me impressed and eager to continue using it as part of my wellness routine.",health_impact,positive,0.5,0.0
"This has been a significant relief for me, as the pain was affecting my daily activities and causing discomfort. Therefore, I highly recommend this product to anyone who is experiencing joint pain and seeking an effective solution.",effectiveness,positive,0.38,0.0
"I am delighted to have come across Himalayan Organic Curcumin, as it has significantly aided in alleviating my anxiety and reducing my stress levels. The positive impact it has had on my well-being is truly remarkable, and I am genuinely grateful for having discovered this product.",effectiveness,positive,0.375,0.0
"I am delighted to have come across Himalayan Organic Curcumin, as it has significantly aided in alleviating my anxiety and reducing my stress levels. The positive impact it has had on my well-being is truly remarkable, and I am genuinely grateful for having discovered this product.",health_impact,positive,0.4886,0.0
I have noticed a significant improvement in my joint health. The added benefits for skin and immunity are just the icing on the cake.,effectiveness,positive,0.375,0.0
I have noticed a significant improvement in my joint health. The added benefits for skin and immunity are just the icing on the cake.,health_impact,neutral,0.0,0.0
Curcuminoids is the ingredient in this product which is proven to be very efficacious in healing knee related issues. The product available at a good discount as on date. Quite useful for elderly. This is a good opportunity to purchase this product at an economical price.,effectiveness,positive,0.1,0.0
Curcuminoids is the ingredient in this product which is proven to be very efficacious in healing knee related issues. The product available at a good discount as on date. Quite useful for elderly. This is a good opportunity to purchase this product at an economical price.,price,positive,0.5,0.0
"It has truly been a game-changer, significantly alleviating the symptoms of chronic inflammation and improving my overall well-being. I can now lead a more active and enjoyable life without the constant hindrance of pain that I used to endure.",effectiveness,positive,0.2167,0.0
"It has truly been a game-changer, significantly alleviating the symptoms of chronic inflammation and improving my overall well-being. I can now lead a more active and enjoyable life without the constant hindrance of pain that I used to endure.",health_impact,positive,0.1875,0.0
"I've been looking for a high-quality curcumin supplement for a while now, and I'm so glad I found these tablets. They've exceeded my expectations",effectiveness,neutral,0.0,0.0
If you have a diet plan and you want to more fit then this product is yours. I used this product last one week and I feel the difference between before and now. I totally love this product. Value for money with easy delivery. I would recommend to everyone.,price,positive,0.4333,0.0
If you have a diet plan and you want to more fit then this product is yours. I used this product last one week and I feel the difference between before and now. I totally love this product. Value for money with easy delivery. I would recommend to everyone.,delivery,positive,0.4333,0.0
This supplement really improved my joint flexibility and boosted my immunity. I feel more active and healthier overall. It’s easy to take and made with good ingredients. I trust this brand and will surely order it again.,effectiveness,positive,0.2,0.0
This supplement really improved my joint flexibility and boosted my immunity. I feel more active and healthier overall. It’s easy to take and made with good ingredients. I trust this brand and will surely order it again.,taste,positive,0.5667,0.0
This supplement really improved my joint flexibility and boosted my immunity. I feel more active and healthier overall. It’s easy to take and made with good ingredients. I trust this brand and will surely order it again.,authenticity,positive,0.5,0.0
This supplement really improved my joint flexibility and boosted my immunity. I feel more active and healthier overall. It’s easy to take and made with good ingredients. I trust this brand and will surely order it again.,health_impact,positive,0.1222,0.0
"Helps my joints feel less stiff daily, gentle on stomach, noticeable relief after weeks, good quality curcumin supplement.",effectiveness,neutral,0.0,0.0
Not all ingredients are mentioned which raises serious concerns since it can be exactly opposite of what we think are buying. So far the effects are good but skepticism and doubt makes it a difficult to recommend.,side_effects,positive,0.1,0.0
"I've been taking these curcumin tablets for a while now, and I've noticed a significant improvement in my overall health. It's a great product that supports overall well-being.",effectiveness,neutral,0.0,0.0
"I've been taking these curcumin tablets for a while now, and I've noticed a significant improvement in my overall health. It's a great product that supports overall well-being.",side_effects,neutral,0.0,0.0
"I've been taking these curcumin tablets for a while now, and I've noticed a significant improvement in my overall health. It's a great product that supports overall well-being.",health_impact,positive,0.1875,0.0
"This time, the color has changed. Previously, it was a pure yellow, similar to natural homemade turmeric, but now it appears more orange. This gives the impression that the quality may have been reduced. Additionally, the tablet size also seems smaller compared to before.",effectiveness,neutral,0.05,0.0
"I absolutely love this product! I have been taking it for a few weeks now and have noticed a significant difference in my overall health. I used to suffer from allergies and throat/nasal infections frequently, but since taking Holistic Curcumin, I have hardly had any problems at all. It's truly amazing stuff and I would recommend it to anyone looking for a natural way to improve their health!",effectiveness,positive,0.35,0.0
"I absolutely love this product! I have been taking it for a few weeks now and have noticed a significant difference in my overall health. I used to suffer from allergies and throat/nasal infections frequently, but since taking Holistic Curcumin, I have hardly had any problems at all. It's truly amazing stuff and I would recommend it to anyone looking for a natural way to improve their health!",side_effects,positive,0.0583,0.0
"I absolutely love this product! I have been taking it for a few weeks now and have noticed a significant difference in my overall health. I used to suffer from allergies and throat/nasal infections frequently, but since taking Holistic Curcumin, I have hardly had any problems at all. It's truly amazing stuff and I would recommend it to anyone looking for a natural way to improve their health!",health_impact,positive,0.35,0.0
"I value the fact that this Curcumin supplement is crafted using only pure, organic components. It's comforting to be confident that I'm providing my body with optimal support for reducing inflammation and enhancing overall well-being.",health_impact,positive,0.25,0.0
"As someone who's always been mindful of their mental health, Curcumin has made a world of difference. It has improved my mood, and I feel more emotionally balanced. I'm grateful for this supplement and the joy it's brought into my life.",effectiveness,neutral,0.0,0.0
"I ordered Zero Harm Sciences Curcumin Tablets from Amazon and was shocked to receive a tampered bottle. Instead of 60 tablets, only 35 were inside. Some tablets even had spots on them – extremely unsafe for health.  To make it worse, this product on Amazon has no return policy. Very shameful for a company like Zero Harm Sciences and for Amazon to allow such products to be sold.  Yes, it may be a one-time monetary loss for me, but for you it is a lifetime loss of a loyal customer’s trust.",packaging,negative,-0.7,0.0
"I ordered Zero Harm Sciences Curcumin Tablets from Amazon and was shocked to receive a tampered bottle. Instead of 60 tablets, only 35 were inside. Some tablets even had spots on them – extremely unsafe for health.  To make it worse, this product on Amazon has no return policy. Very shameful for a company like Zero Harm Sciences and for Amazon to allow such products to be sold.  Yes, it may be a one-time monetary loss for me, but for you it is a lifetime loss of a loyal customer’s trust.",authenticity,negative,-0.7,0.0
"Curcumin Max Potency was recommended to me by my mother for its anti-inflammatory values. I have been dealing with knee, lower back, and wrist pains for years, and after using Turmeric Curcumin Max Potency for a week, I no longer need to take aspirin for pain relief. My mother has also had great success with Turmeric Curcumin Max Potency.",effectiveness,neutral,0.0,0.0
"My uncle using this product 2 1/2 weeks ago, and it has greatly reduced my pain. I no longer feel fatigue, and I haven't felt this good in 15 years. 6 months ago, I could barely get out of bed and was close to quitting my job, but this product helped me a lot. I would highly recommend it!",effectiveness,positive,0.8,0.0
"A promising product, noticing viable changes in a week's time for age old chronic backpain. Seems to be a Startup with sound knowledge and proven R&D in organic farming. Harmless to try. Surely, want to continue for minimum 6-12 months. Hearing a lot about the company in Bangalore too. Personally, I recommend.",effectiveness,positive,0.2,0.0
"A promising product, noticing viable changes in a week's time for age old chronic backpain. Seems to be a Startup with sound knowledge and proven R&D in organic farming. Harmless to try. Surely, want to continue for minimum 6-12 months. Hearing a lot about the company in Bangalore too. Personally, I recommend.",authenticity,positive,0.2,0.0
"After using for 2 months, I am writing this review. I can see immense difference in the joint pains. It is helping me feel more energised everyday.",effectiveness,positive,0.15,0.0
"Since I started taking this supplement,I. have noticed a big difference. I appreciate your wonderful product. The pills are easy to swallow,and consistency is key. I often wake up with joint pain in my hands,which gets worse as the day goes on.But now it has reduced",taste,positive,0.4333,0.0
"Since I started taking this supplement,I. have noticed a big difference. I appreciate your wonderful product. The pills are easy to swallow,and consistency is key. I often wake up with joint pain in my hands,which gets worse as the day goes on.But now it has reduced",side_effects,neutral,0.0,0.0
I've been taking it for 1 month now for general purposes of overall health improvement. I intend to use it for a longer duration to get the full benefits. This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provides antioxidants benefits.,effectiveness,neutral,0.025,0.0
I've been taking it for 1 month now for general purposes of overall health improvement. I intend to use it for a longer duration to get the full benefits. This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provides antioxidants benefits.,side_effects,neutral,0.025,0.0
I've been taking it for 1 month now for general purposes of overall health improvement. I intend to use it for a longer duration to get the full benefits. This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provides antioxidants benefits.,authenticity,positive,0.5,0.0
I've been taking it for 1 month now for general purposes of overall health improvement. I intend to use it for a longer duration to get the full benefits. This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provides antioxidants benefits.,health_impact,positive,0.5,0.0
I'm so glad I found this product! I was constantly getting sick and had very low immunity. I started taking Holistic Curcumin and it has made such a difference. I'm barely getting sick now and my immunity is so much better. Thank you for making this product!,effectiveness,neutral,0.0,0.0
I'm so glad I found this product! I was constantly getting sick and had very low immunity. I started taking Holistic Curcumin and it has made such a difference. I'm barely getting sick now and my immunity is so much better. Thank you for making this product!,health_impact,negative,-0.0798,0.0
My skin looks better after using these tablets.,effectiveness,positive,0.5,0.0
"I love how this curcumin supplement has boosted my overall immune function, helping me stay healthy year-round.",effectiveness,positive,0.25,0.0
"I love how this curcumin supplement has boosted my overall immune function, helping me stay healthy year-round.",health_impact,positive,0.25,0.0
"Nano technology form is always best when comparable to any powder, tablet and Capsules and hence I gone for Nano-curcumin of Zeroharm. As mentioned in details section, it has delivered its promises on Immunity and overall well-being. I recommend it to all my friends.",health_impact,neutral,0.0,0.0
"If you aren’t using this supplement you are missing out. Benefits to your health are numerous and I have tired many many formulations of curcumin. Many different brands. This brand, this formulation is the best. Can’t beat the price either.",effectiveness,positive,0.15,0.0
"If you aren’t using this supplement you are missing out. Benefits to your health are numerous and I have tired many many formulations of curcumin. Many different brands. This brand, this formulation is the best. Can’t beat the price either.",price,neutral,0.0,0.0
"If you aren’t using this supplement you are missing out. Benefits to your health are numerous and I have tired many many formulations of curcumin. Many different brands. This brand, this formulation is the best. Can’t beat the price either.",taste,positive,0.25,0.0
"If you aren’t using this supplement you are missing out. Benefits to your health are numerous and I have tired many many formulations of curcumin. Many different brands. This brand, this formulation is the best. Can’t beat the price either.",authenticity,neutral,0.0,0.0
"If you aren’t using this supplement you are missing out. Benefits to your health are numerous and I have tired many many formulations of curcumin. Many different brands. This brand, this formulation is the best. Can’t beat the price either.",health_impact,positive,0.15,0.0
"I'm thrilled with the immediate results I've experienced from these curcumin tablets, and the fact that they are plant-based perfectly complements my commitment to a natural and healthy lifestyle.",effectiveness,positive,0.7,0.0
The packaging is great. I have been using this product for my inflammation. Got better results.,effectiveness,neutral,0.0,0.0
The packaging is great. I have been using this product for my inflammation. Got better results.,packaging,positive,0.8,0.0
"I can't believe the difference this supplement has made in reducing my chronic pain and discomfort, all without causing any side effects.",effectiveness,neutral,0.0,0.0
"I can't believe the difference this supplement has made in reducing my chronic pain and discomfort, all without causing any side effects.",side_effects,neutral,0.0,0.0
"I can't believe the difference this supplement has made in reducing my chronic pain and discomfort, all without causing any side effects.",health_impact,neutral,0.0,0.0
"I've started taking Holistic Curcumin after workouts, and it has significantly improved my recovery time. I feel less sore and more energized.",effectiveness,positive,0.375,0.0
"This curcumin supplement has become a staple in my daily health regimen, as it supports my well-being without any side effects.",effectiveness,neutral,0.0,0.0
"This curcumin supplement has become a staple in my daily health regimen, as it supports my well-being without any side effects.",side_effects,neutral,0.0,0.0
"This curcumin supplement has become a staple in my daily health regimen, as it supports my well-being without any side effects.",health_impact,neutral,0.0,0.0
This product is affordable and effective. I highly recommend it to anyone looking to improve their cognitive health.,effectiveness,positive,0.6,0.0
This product is affordable and effective. I highly recommend it to anyone looking to improve their cognitive health.,health_impact,positive,0.16,0.0
I love that this supplement supports my heart health and helps maintain healthy cholesterol levels without any adverse effects.,effectiveness,positive,0.125,0.0
I love that this supplement supports my heart health and helps maintain healthy cholesterol levels without any adverse effects.,health_impact,positive,0.125,0.0
I am using this product for the last 15 days and can clearly feel the difference. This is one of the best Antioxidant & Anti-inflammatory products available on the market. Thank you for the 10% discount :),effectiveness,positive,0.7,0.0
"I have been using this product since 2 weeks. The product is good to use and it has no side effects. Also, the Packaging is good and it delivered on time. I am satisfied with my purchase.",effectiveness,positive,0.7,0.0
"I have been using this product since 2 weeks. The product is good to use and it has no side effects. Also, the Packaging is good and it delivered on time. I am satisfied with my purchase.",packaging,positive,0.7,0.0
"I have been using this product since 2 weeks. The product is good to use and it has no side effects. Also, the Packaging is good and it delivered on time. I am satisfied with my purchase.",delivery,positive,0.7,0.0
"I have been using this product since 2 weeks. The product is good to use and it has no side effects. Also, the Packaging is good and it delivered on time. I am satisfied with my purchase.",side_effects,positive,0.7,0.0
"I have been using this product since 2 weeks. The product is good to use and it has no side effects. Also, the Packaging is good and it delivered on time. I am satisfied with my purchase.",authenticity,positive,0.5,0.0
"This supplement has been a game-changer for my arthritis. The combination of Curcumin, Mequinol, Turmerine, and Peptides really works wonders on joint pain.",effectiveness,positive,0.2,0.0
"This supplement has been a game-changer for my arthritis. The combination of Curcumin, Mequinol, Turmerine, and Peptides really works wonders on joint pain.",health_impact,neutral,0.0,0.0
"This curcumin supplement has improved my overall flexibility and mobility, and it's been gentle on my digestive system.",effectiveness,neutral,0.0,0.0
"This curcumin supplement has improved my overall flexibility and mobility, and it's been gentle on my digestive system.",taste,positive,0.2,0.0
I appreciate how this curcumin supplement supports my immune system and overall well-being without causing any unwanted side effects.,effectiveness,neutral,0.0,0.0
I appreciate how this curcumin supplement supports my immune system and overall well-being without causing any unwanted side effects.,health_impact,neutral,0.0,0.0
It's a relief to find a supplement that promotes natural pain relief and eases discomfort without any side effects.,effectiveness,positive,0.1,0.0
I loved product bcz it's very good to use.. and really it has no side effects.. i recommend you to buy this brilliant product.. N very eassy to use.. everything is detailed in description of the product,effectiveness,positive,0.2,0.0
I loved product bcz it's very good to use.. and really it has no side effects.. i recommend you to buy this brilliant product.. N very eassy to use.. everything is detailed in description of the product,side_effects,positive,0.2,0.0
These curcumin tablets have a pleasant taste and are easy to swallow. I appreciate the convenience and look forward to taking them every day.,effectiveness,neutral,0.0,0.0
These curcumin tablets have a pleasant taste and are easy to swallow. I appreciate the convenience and look forward to taking them every day.,taste,positive,0.5833,0.0
After reading the benefits of this product and reviews of users I bought this product. This produt is really giving results as per claims mentioned. Worth buying this product.,effectiveness,neutral,0.0,0.0
"I suffer from chronic inflammation and joint pain, and since taking this supplement, I've noticed a significant reduction in my symptoms. This worked for me",effectiveness,neutral,0.0,0.0
"I suffer from chronic inflammation and joint pain, and since taking this supplement, I've noticed a significant reduction in my symptoms. This worked for me",side_effects,positive,0.375,0.0
"I usually get sick easily, especially during the cold and flu season, but since taking this supplement, I've noticed a significant improvement in my immunity.",effectiveness,neutral,0.0,0.0
"I usually get sick easily, especially during the cold and flu season, but since taking this supplement, I've noticed a significant improvement in my immunity.",health_impact,positive,0.375,0.0
I am using Zeroharm Curcumin capsules on the advise of a friend and it is helping me to cope up with the soft tissue inflammation and pain. Very useful product for fitness and active lifestyle.,effectiveness,positive,0.1,0.0
I am using Zeroharm Curcumin capsules on the advise of a friend and it is helping me to cope up with the soft tissue inflammation and pain. Very useful product for fitness and active lifestyle.,health_impact,positive,0.1283,0.0
"I have used these kind of products for the first time, so not sure how others will work, but this is very good. Feels little relaxed whenever I use this.",effectiveness,positive,0.425,0.0
"I have used these kind of products for the first time, so not sure how others will work, but this is very good. Feels little relaxed whenever I use this.",authenticity,positive,0.425,0.0
I'm grateful for this supplement and the peace of mind it provides.,health_impact,neutral,0.0,0.0
Immunity booster,health_impact,neutral,0.0,0.0
Health benefit,health_impact,neutral,0.0,0.0
This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provide antioxidants benefits. I will recommend this product.,effectiveness,neutral,0.0,0.0
This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provide antioxidants benefits. I will recommend this product.,authenticity,positive,0.5,0.0
This is an extremely powerful supplement. I am truly satisfied with this product. It supports a healthy inflammation response and provide antioxidants benefits. I will recommend this product.,health_impact,positive,0.5,0.0
The size of capsules is comfortable to take. I noticed an overall improvement in joint inflammation after only a few days.,effectiveness,negative,-0.0667,0.0
Its highly effective. My immunity has grone up is what I feel after consuming it for 2 weeks,effectiveness,positive,0.6,0.0
Its highly effective. My immunity has grone up is what I feel after consuming it for 2 weeks,side_effects,neutral,0.0,0.0
"Good product for senior citizens, brought it for my mother and she has arthritis issues, working perfectly as mentioned, I will buy it again.",effectiveness,neutral,0.0,0.0
"I bought this product for cold and cough after using two months, I can see some difference in respiratory",effectiveness,negative,-0.6,0.0
"Packaging is good, delivered on time. Using it for a while feels refreshing. Old is gold. Full satisfied with purchase",packaging,positive,0.7,0.0
"Packaging is good, delivered on time. Using it for a while feels refreshing. Old is gold. Full satisfied with purchase",delivery,neutral,0.0,0.0
"Highly Bioavailable, pure Curcumin...  Good company with a science based approach to nutraceuticals...looking for more products from Zeroharm",health_impact,positive,0.16,0.0
"Very Nice Product..... Am able to feel the difference, after using it for week.",effectiveness,neutral,0.0,0.0
Been using it for a while for immunuty reasons. no problem whatsoever.And definitely no side effects.Thanks Zeroharm!,effectiveness,neutral,0.0,0.0
Been using it for a while for immunuty reasons. no problem whatsoever.And definitely no side effects.Thanks Zeroharm!,side_effects,neutral,0.0,0.0
Been using it for a while for immunuty reasons. no problem whatsoever.And definitely no side effects.Thanks Zeroharm!,health_impact,neutral,0.0,0.0
Good Product to use for overall Health Nice Quality with reasonable price,effectiveness,positive,0.375,0.0
Good Product to use for overall Health Nice Quality with reasonable price,health_impact,positive,0.375,0.0
Really happy with the product as it’s giving nice results,effectiveness,positive,0.7,0.0
Really a top notch product. Good to go,effectiveness,positive,0.5,0.0
Really a top notch product. Good to go,authenticity,positive,0.5,0.0
Good product and worthy for money,effectiveness,positive,0.5167,0.0
Good product and worthy for money,price,positive,0.5167,0.0
Good product and worthy for money,authenticity,positive,0.5167,0.0
Click to play video I have been using this for past one week.. Giving amazing results for immunity and body pains.. Highly recommended.. Thanks ZeroHarm..!!,effectiveness,positive,0.6,0.0
Click to play video I have been using this for past one week.. Giving amazing results for immunity and body pains.. Highly recommended.. Thanks ZeroHarm..!!,health_impact,positive,0.6,0.0
"Overall Good product, fights cancer, ageing, arthritis and inflammation",authenticity,positive,0.35,0.0
"Overall Good product, fights cancer, ageing, arthritis and inflammation",health_impact,neutral,0.0,0.0
"Charges lots of money, curcumin actual strength is very low in this product. Just good packing to attract customers. Product in itself is a trash.",packaging,positive,0.7,0.0
"Charges lots of money, curcumin actual strength is very low in this product. Just good packing to attract customers. Product in itself is a trash.",authenticity,neutral,0.0,0.0
Nice anti inflammatory product,effectiveness,positive,0.6,0.0
Very nice and effective,effectiveness,positive,0.69,0.0
